"If you use any of the data presented in this website, we ask you to please reference the author in the following suggested format: ",,,,,
"Liljedahl, A. (year of retrieval). Climate data from the Goldstream Creek Watershed study of Methane Release from Thermokarst Lakes. University of Alaska Fairbanks, Water and Environmental Research Center. ",,,,,
"URL: http://ine.uaf.edu/werc/werc-projects/goldstream/ Fairbanks, Alaska, variously paged. [month and day of retrieval].",,,,,
"see readme-20200623.txt file for metadata, during periods of low flow and very high flow, river discharge may be inaccurate due to errors in rating curve.  Beaver activity resulted in high water levels at times, discharge may be unavailable or estimated.",,,,,
,,,,,
GSS2 Goldstream Creek at Ballaine Road  2015-2018 Last Updated EKY  15Jan2019,,,,,
Hydrological Data,,,,,
Lat:64.91137,,,,,
Long:-147.832,,,,,
Elev:186 m,,,,,
,,,,,
Col.  Data Type  Units,,,,,
1. Date Time (Alaska Standard Time),,,,,
2. Water Level Elevation (m above arbitrary datum),,,,,
3. Water Level Flag,,,,,
4. Discharge (m3/s),,,,,
5. Discharge Flag,,,,,
6. Pressure Transducer Water Temperature (deg C),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
9/10/2018 0:45,98.92025,Beaver Dam,1.674438977,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 1:00,98.91908,Beaver Dam,1.672937652,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 1:15,98.91408,Beaver Dam,1.671436327,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 1:30,98.917,Beaver Dam,1.669935002,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 1:45,98.91583,Beaver Dam,1.668433678,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 2:00,98.91758,Beaver Dam,1.666932353,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 2:15,98.91933,Beaver Dam,1.665431028,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 2:30,98.92083,Beaver Dam,1.663929703,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 2:45,98.91758,Beaver Dam,1.662428378,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 3:00,98.92258,Beaver Dam,1.660927053,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 3:15,98.92108,Beaver Dam,1.659425728,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 3:30,98.92083,Beaver Dam,1.657924404,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 3:45,98.91758,Beaver Dam,1.656423079,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 4:00,98.92108,Beaver Dam,1.654921754,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 4:15,98.91933,Beaver Dam,1.653420429,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 4:30,98.91783,Beaver Dam,1.651919104,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 4:45,98.91783,Beaver Dam,1.650417779,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 5:00,98.91583,Beaver Dam,1.648916454,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 5:15,98.917,Beaver Dam,1.64741513,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 5:30,98.91608,Beaver Dam,1.645913805,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 5:45,98.91783,Beaver Dam,1.64441248,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 6:00,98.91433,Beaver Dam,1.642911155,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 6:15,98.91758,Beaver Dam,1.641523639,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 6:30,98.91758,Beaver Dam,1.642583006,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 6:45,98.91408,Beaver Dam,1.643642374,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 7:00,98.91433,Beaver Dam,1.644701742,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 7:15,98.91583,Beaver Dam,1.64576111,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 7:30,98.91233,Beaver Dam,1.646820477,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 7:45,98.90908,Beaver Dam,1.647879845,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 8:00,98.90708,Beaver Dam,1.648939213,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 8:15,98.90533,Beaver Dam,1.64999858,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 8:30,98.90358,Beaver Dam,1.651057948,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 8:45,98.90683,Beaver Dam,1.652117316,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 9:00,98.91033,Beaver Dam,1.653176683,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 9:15,98.91033,Beaver Dam,1.654236051,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 9:30,98.91033,Beaver Dam,1.655295419,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 9:45,98.91033,Beaver Dam,1.656354787,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 10:00,98.90833,Beaver Dam,1.657414154,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 10:15,98.91508,Beaver Dam,1.658473522,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 10:30,98.91183,Beaver Dam,1.65953289,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 10:45,98.91358,Beaver Dam,1.660592257,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 11:00,98.91533,Beaver Dam,1.661651625,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 11:15,98.91533,Beaver Dam,1.662710993,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 11:30,98.91383,Beaver Dam,1.66377036,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 11:45,98.91683,Beaver Dam,1.664829728,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 12:00,98.91358,Beaver Dam,1.665889096,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 12:15,98.91033,Beaver Dam,1.666948464,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 12:30,98.91358,Beaver Dam,1.668007831,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 12:45,98.91183,Beaver Dam,1.669067199,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 13:00,98.91333,Beaver Dam,1.670126567,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 13:15,98.91683,Beaver Dam,1.671185934,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 13:30,98.91833,Beaver Dam,1.672245302,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 13:45,98.91683,Beaver Dam,1.67330467,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 14:00,98.91983,Beaver Dam,1.674364037,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 14:15,98.92358,Beaver Dam,1.675423405,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 14:30,98.9215,Beaver Dam,1.676482773,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 14:45,98.91625,Beaver Dam,1.677542141,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 15:00,98.91775,Beaver Dam,1.678601508,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 15:15,98.9215,Beaver Dam,1.679660876,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 15:30,98.91775,Beaver Dam,1.680720244,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 15:45,98.92125,Beaver Dam,1.681779611,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 16:00,98.9175,Beaver Dam,1.682838979,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 16:15,98.91925,Beaver Dam,1.683898347,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 16:30,98.92275,Beaver Dam,1.684957714,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 16:45,98.92475,Beaver Dam,1.686017082,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 17:00,98.9215,Beaver Dam,1.68707645,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 17:15,98.9265,Beaver Dam,1.688135818,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 17:30,98.9265,Beaver Dam,1.689195185,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 17:45,98.93058,Beaver Dam,1.690254553,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 18:00,98.92525,Beaver Dam,1.691313921,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 18:15,98.92525,Beaver Dam,1.692272052,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 18:30,98.92525,Beaver Dam,1.691053608,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 18:45,98.922,Beaver Dam,1.689835164,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 19:00,98.92025,Beaver Dam,1.68861672,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 19:15,98.91675,Beaver Dam,1.687398276,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 19:30,98.91908,Beaver Dam,1.686179833,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 19:45,98.91583,Beaver Dam,1.684961389,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 20:00,98.91733,Beaver Dam,1.683742945,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 20:15,98.91558,Beaver Dam,1.682524501,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 20:30,98.91908,Beaver Dam,1.681306057,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 20:45,98.91408,Beaver Dam,1.680087613,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 21:00,98.91408,Beaver Dam,1.678869169,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 21:15,98.91408,Beaver Dam,1.677650725,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 21:30,98.91208,Beaver Dam,1.676432281,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 21:45,98.91408,Beaver Dam,1.675213837,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 22:00,98.91608,Beaver Dam,1.673995393,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 22:15,98.91583,Beaver Dam,1.672776949,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 22:30,98.91408,Beaver Dam,1.671558505,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 22:45,98.91233,Beaver Dam,1.670340061,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 23:00,98.91233,Beaver Dam,1.669121617,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 23:15,98.91233,Beaver Dam,1.667903173,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 23:30,98.91058,Beaver Dam,1.666684729,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/10/2018 23:45,98.91058,Beaver Dam,1.665466286,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 0:00,98.91408,Beaver Dam,1.664247842,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 0:15,98.91116,Beaver Dam,1.663029398,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 0:30,98.91316,Beaver Dam,1.661810954,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 0:45,98.91641,Beaver Dam,1.66059251,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 1:00,98.91116,Beaver Dam,1.659374066,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 1:15,98.91141,Beaver Dam,1.658155622,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 1:30,98.91116,Beaver Dam,1.656937178,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 1:45,98.91116,Beaver Dam,1.655718734,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 2:00,98.91316,Beaver Dam,1.65450029,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 2:15,98.91291,Beaver Dam,1.653281846,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 2:30,98.91641,Beaver Dam,1.652063402,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 2:45,98.91466,Beaver Dam,1.650844958,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 3:00,98.91291,Beaver Dam,1.649626514,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 3:15,98.91466,Beaver Dam,1.64840807,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 3:30,98.91316,Beaver Dam,1.647189626,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 3:45,98.91466,Beaver Dam,1.645971182,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 4:00,98.91141,Beaver Dam,1.644752739,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 4:15,98.91641,Beaver Dam,1.643534295,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 4:30,98.91466,Beaver Dam,1.642315851,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 4:45,98.91141,Beaver Dam,1.641097407,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 5:00,98.91666,Beaver Dam,1.639878963,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 5:15,98.91316,Beaver Dam,1.638660519,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 5:30,98.91316,Beaver Dam,1.637442075,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 5:45,98.91316,Beaver Dam,1.636223631,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 6:00,98.91316,Beaver Dam,1.635005187,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 6:15,98.91466,Beaver Dam,1.633841239,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 6:30,98.91191,Beaver Dam,1.633848951,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 6:45,98.91016,Beaver Dam,1.633856664,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 7:00,98.90991,Beaver Dam,1.633864376,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 7:15,98.91341,Beaver Dam,1.633872089,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 7:30,98.90991,Beaver Dam,1.633879801,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 7:45,98.90441,Beaver Dam,1.633887514,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 8:00,98.90266,Beaver Dam,1.633895226,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 8:15,98.90266,Beaver Dam,1.633902938,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 8:30,98.90416,Beaver Dam,1.633910651,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 8:45,98.90191,Beaver Dam,1.633918363,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 9:00,98.90416,Beaver Dam,1.633926076,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 9:15,98.90916,Beaver Dam,1.633933788,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 9:30,98.90741,Beaver Dam,1.633941501,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 9:45,98.90741,Beaver Dam,1.633949213,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 10:00,98.90891,Beaver Dam,1.633956926,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 10:15,98.91216,Beaver Dam,1.633964638,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 10:30,98.91216,Beaver Dam,1.63397235,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 10:45,98.91591,Beaver Dam,1.633980063,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 11:00,98.91041,Beaver Dam,1.633987775,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 11:15,98.91216,Beaver Dam,1.633995488,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 11:30,98.91366,Beaver Dam,1.6340032,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 11:45,98.91541,Beaver Dam,1.634010913,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 12:00,98.91916,Beaver Dam,1.634018625,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 12:15,98.91716,Beaver Dam,1.634026337,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 12:30,98.91716,Beaver Dam,1.63403405,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 12:45,98.91366,Beaver Dam,1.634041762,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 13:00,98.91366,Beaver Dam,1.634049475,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 13:15,98.91866,Beaver Dam,1.634057187,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 13:30,98.91741,Beaver Dam,1.6340649,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 13:45,98.91916,Beaver Dam,1.634072612,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 14:00,98.91716,Beaver Dam,1.634080325,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 14:15,98.91541,Beaver Dam,1.634088037,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 14:30,98.91366,Beaver Dam,1.634095749,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 14:45,98.91391,Beaver Dam,1.634103462,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 15:00,98.91133,Beaver Dam,1.634111174,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 15:15,98.91133,Beaver Dam,1.634118887,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 15:30,98.91483,Beaver Dam,1.634126599,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 15:45,98.91133,Beaver Dam,1.634134312,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 16:00,98.91108,Beaver Dam,1.634142024,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 16:15,98.91633,Beaver Dam,1.634149737,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 16:30,98.91483,Beaver Dam,1.634157449,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 16:45,98.91308,Beaver Dam,1.634165161,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 17:00,98.91333,Beaver Dam,1.634172874,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 17:15,98.91508,Beaver Dam,1.634180586,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 17:30,98.91633,Beaver Dam,1.634188299,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 17:45,98.91508,Beaver Dam,1.634196011,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 18:00,98.91333,Beaver Dam,1.634203724,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 18:15,98.91508,Beaver Dam,1.634161622,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 18:30,98.91383,Beaver Dam,1.633048512,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 18:45,98.91183,Beaver Dam,1.631935402,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 19:00,98.91208,Beaver Dam,1.630822292,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 19:15,98.91033,Beaver Dam,1.629709182,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 19:30,98.91208,Beaver Dam,1.628596072,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 19:45,98.90683,Beaver Dam,1.627482962,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 20:00,98.90683,Beaver Dam,1.626369852,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 20:15,98.91033,Beaver Dam,1.625256742,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 20:30,98.90508,Beaver Dam,1.624143632,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 20:45,98.90533,Beaver Dam,1.623030522,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 21:00,98.90683,Beaver Dam,1.621917412,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 21:15,98.90683,Beaver Dam,1.620804302,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 21:30,98.90708,Beaver Dam,1.619691192,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 21:45,98.90508,Beaver Dam,1.618578082,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 22:00,98.90533,Beaver Dam,1.617464972,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 22:15,98.90533,Beaver Dam,1.616351862,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 22:30,98.90358,Beaver Dam,1.615238752,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 22:45,98.90883,Beaver Dam,1.614125642,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 23:00,98.90683,Beaver Dam,1.613012532,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 23:15,98.90333,Beaver Dam,1.611899422,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 23:30,98.90358,Beaver Dam,1.610786313,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/11/2018 23:45,98.90533,Beaver Dam,1.609673203,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 0:00,98.90183,Beaver Dam,1.608560093,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 0:15,98.90533,Beaver Dam,1.607446983,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 0:30,98.90358,Beaver Dam,1.606333873,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 0:45,98.90858,Beaver Dam,1.605220763,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 1:00,98.90508,Beaver Dam,1.604107653,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 1:15,98.90708,Beaver Dam,1.602994543,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 1:30,98.90558,Beaver Dam,1.601881433,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 1:45,98.90683,Beaver Dam,1.600768323,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 2:00,98.90708,Beaver Dam,1.599655213,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 2:15,98.90708,Beaver Dam,1.598542103,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 2:30,98.90941,Beaver Dam,1.597428993,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 2:45,98.90683,Beaver Dam,1.596315883,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 3:00,98.91233,Beaver Dam,1.595202773,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 3:15,98.90733,Beaver Dam,1.594089663,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 3:30,98.90383,Beaver Dam,1.592976553,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 3:45,98.90683,Beaver Dam,1.591863443,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 4:00,98.90533,Beaver Dam,1.590750333,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 4:15,98.90533,Beaver Dam,1.589637223,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 4:30,98.90533,Beaver Dam,1.588524113,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 4:45,98.90533,Beaver Dam,1.587411003,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 5:00,98.90241,Beaver Dam,1.586297893,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 5:15,98.90708,Beaver Dam,1.585184783,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 5:30,98.90066,Beaver Dam,1.584071673,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 5:45,98.90358,Beaver Dam,1.582958563,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 6:00,98.90391,Beaver Dam,1.581845453,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 6:15,98.90358,Beaver Dam,1.580803168,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
9/12/2018 6:30,98.90508,Beaver Dam,1.58128362,"Estimated: Rating Curve, shift 3, 12 hour average filter applied",7777
